ID,Label (description),Category,EcoSIM Other Names,EcoSIM Variable Name,File Name,Definition,Comment,Related Synonyms,Exact Synonyms,Type,DbXrefs,has_units,qualifiers,attributes,measured_ins,measurement_ofs,contexts,value_types,Parents,Group Curated?,Definition Curated?,Definition Source,Comment from Ulas,Comment from Joan,Comment from John-Marc,Comment from Jinyun,Comment from Harry,Comment from Chris
BERVO:0000152,Rate constant for LitrFall at end of growing season,Plant growth parameters,,FSNR,GrosubPars.txt,"The specific senescence rate of canopy organs including leaves, petioles, and reproductive structures at the end of the growing season, assuming linear senescence kinetics. This parameter controls the timing and rate of litterfall and is critical for modeling seasonal carbon and nutrient cycling in terrestrial ecosystems.",,,,Class,,h-1,NA,Rate constant,NA,NA,Growth,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000153,Number of hours with no grain filling required for physilogical maturity,Plant growth parameters,,Hours4PhyslMature,GrosubPars.txt,The threshold accumulation of hours during which grain filling ceases before plants reach physiological maturity. This parameter determines the timing of crop maturation and is important for modeling reproductive phenology and harvest timing in agricultural systems.,,,,Class,,h,NA,Count,NA,NA,Precipitation,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000154,Number of hours until full senescence after physl maturity,Plant growth parameters,,Hours4FullSenes,GrosubPars.txt,The threshold accumulation of hours between physiological maturity and the initiation of complete plant senescence. This parameter controls the duration of the post-maturity phase and affects the timing of nutrient remobilization and litterfall in agricultural and natural ecosystems.,,,,Class,,h,NA,Count,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000155,"Maximum storage carbon content for remobiln from stalk, root reserves",Plant growth parameters,,XFRX,GrosubPars.txt,The maximum fraction of sapwood and root biomass that can exist as remobilizable carbon reserves available for translocation to support plant growth and metabolism. This parameter determines the upper limit of carbon storage capacity and affects plant resilience to environmental stress and seasonal carbon allocation patterns in woody plants.,,,,Class,,gC,Maximum,Content,NA,Carbon,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000156,"Rate const for remobiln to storage from stalk,root reserves",Plant growth parameters,,XFRY,GrosubPars.txt,"The rate parameter governing nonstructural biomass transfer between root and stalk storage pools, assuming exchange follows concentration gradients. This constant controls the speed of carbon redistribution within plants and affects the temporal dynamics of carbon allocation and plant responses to changing resource availability.",,,,Class,,h-1,NA,Rate,NA,Root,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000157,Minimum ratio of branch or mycorrhizae to root for calculating carbon transfer,Plant growth parameters,,FSNK,GrosubPars.txt,The minimum fraction of mycorrhizal fungal biomass carbon that can be transferred in association with root carbon during carbon exchange processes. This parameter constrains the coupling between plant and mycorrhizal carbon economies and affects the modeling of plant-fungal symbiotic relationships in terrestrial ecosystems.,,,,Class,,NA,Minimum,NA,NA,NA,NA,Ratio,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000158,"Rate constant for remobilization of stalk C,N,P",Plant growth parameters,,FXFS,GrosubPars.txt,"The rate constant determining the fraction of maintenance carbon, nitrogen, and phosphorus deficit that triggers remobilization from stalk storage pools. This parameter controls nutrient recycling within plants and affects plant responses to nutrient limitation and environmental stress conditions.",,,,Class,,h-1,NA,Rate constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000159,"Rate constant for root-mycorrhizal C,N,P exchange",Plant growth parameters,,FMYC,GrosubPars.txt,Rate parameter that is used to compute the gradient nonstructural biomass transfer between mycorrhizae and roots,,,,Class,,h-1,NA,Rate constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000160,Nonstructural nitrogen inhibition constant on growth,Constants for specific biochemical reactions,,CNKI,GrosubPars.txt,The inhibition parameter quantifying nitrogen limitation effects on canopy growth using Michaelis-Menten kinetics based on nonstructural nitrogen availability. This constant determines the sensitivity of plant growth to nitrogen deficiency and is essential for modeling nutrient limitation and plant productivity responses in nitrogen-limited ecosystems.,,,,Class,,"g N, g-1 C",NA,Inhibition constant,NA,Nitrogen,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000161,Nonstructural phosphorus inhibition constant on growth,Constants for specific biochemical reactions,,CPKI,GrosubPars.txt,The inhibition parameter quantifying phosphorus limitation effects on canopy growth using Michaelis-Menten kinetics based on nonstructural phosphorus availability. This constant determines the sensitivity of plant growth to phosphorus deficiency and is crucial for modeling nutrient limitation and plant productivity in phosphorus-limited terrestrial ecosystems.,,,,Class,,g P g-1 C,NA,Inhibition constant,NA,Phosphorus,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000162,Specific maintenance respiration rate,Plant growth parameters,,RmSpecPlant,GrosubPars.txt,The maintenance respiration rate per unit of shoot structural nitrogen content used to calculate canopy maintenance carbon costs. This parameter quantifies the metabolic carbon expenditure required to maintain existing plant tissues and is fundamental for modeling plant carbon budgets and net primary productivity in terrestrial ecosystems.,,,,Class,,g C g-1 N h-1,NA,Rate,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000163,"Minimum water potential for organ expansion,extension",Plant growth parameters,,PSIMin4OrganExtens,GrosubPars.txt,The threshold water potential below which canopy organ extension and growth processes cease due to insufficient turgor pressure. This parameter determines plant responses to water stress and drought conditions and is critical for modeling plant growth limitations and ecosystem productivity under varying water availability.,,,,Class,,MPa,Minimum,NA,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000164,Minimum stomatal resistance to carbon dioxide,Plant growth parameters,,RCMN,GrosubPars.txt,The lower boundary of stomatal resistance to carbon dioxide diffusion between leaf internal air spaces and the atmosphere. This parameter sets the maximum possible rate of carbon dioxide uptake for photosynthesis and is fundamental for modeling plant water use efficiency and carbon assimilation under varying environmental conditions.,,,,Class,,s m-1,Minimum,Resistance,NA,Carbon dioxide,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000165,Distance behind growing point for secondary roots,Plant growth parameters,,RTDPX,GrosubPars.txt,"The distance from the root tip where secondary root formation begins, effectively extending the zone of influence for root growth and resource acquisition. This parameter determines the spatial distribution of root branching and affects the calculation of metabolic sink strength for root development in soil profile modeling.",,,,Class,,m,NA,NA,NA,NA,Growth,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000166,Minimum average secondary root length,Plant growth parameters,,Root2ndMeanLensMin,GrosubPars.txt,"The lower boundary for the mean length of secondary root branches in root system architecture. This parameter constrains root system development and affects the spatial extent of nutrient and water uptake, influencing plant resource acquisition efficiency in terrestrial ecosystems.",,,,Class,,m,Minimum,NA,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000167,Root modulus of elasticity,Plant growth parameters,,EMODR,GrosubPars.txt,"The measure of root tissue stiffness quantifying resistance to mechanical deformation under stress including bending, tension, and compression forces. This parameter affects root penetration through soil layers and resistance to soil compaction, influencing root system development and plant anchorage in terrestrial environments.",,,,Class,,MPa,NA,NA,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000168,Quantum efficiency,Plant growth parameters,,QNTM,GrosubPars.txt,"The ratio of photosynthetic electron transport events to photons absorbed by the photosynthetic apparatus, quantifying light use efficiency. This parameter determines how effectively plants convert absorbed photosynthetically active radiation (PAR) into chemical energy and is fundamental for modeling primary productivity and carbon fixation in terrestrial ecosystems under varying light conditions.",,,,Class,,umol e- umol-1 PAR,NA,NA,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000169,Shape parameter for electron transport response to photosynthetically active radiation,Plant growth parameters,,CURV,GrosubPars.txt,The curvature parameter that describes the non-linear relationship between electron transport rate and photosynthetically active radiation in the Farquhar photosynthesis model. This parameter determines the shape of the light response curve and is essential for accurately modeling photosynthetic responses to varying light conditions in terrestrial ecosystems.,,,,Class,,NONE,NA,NA,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000170,Electron requirement for carbon dioxide fixation by rubisco,Plant growth parameters,,ELEC3,GrosubPars.txt,"The stoichiometric requirement of electrons needed for carbon dioxide fixation by ribulose-1,5-bisphosphate carboxylase/oxygenase (RuBisCO) enzymes in C3 photosynthesis. This parameter links photosynthetic electron transport to carbon assimilation and is fundamental for modeling C3 plant productivity and energy conversion efficiency.",,,,Class,,umol e- umol CO2,NA,Fixation,Plant,Carbon dioxide,Plant,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000171,Electron requirement for carbon dioxide fixation by PEP carboxylase,Plant growth parameters,,ELEC4,GrosubPars.txt,The stoichiometric requirement of electrons needed for carbon dioxide fixation by phosphoenolpyruvate (PEP) carboxylase enzymes in C4 photosynthesis. This parameter determines the energy cost of carbon dioxide concentration mechanisms in C4 plants and is crucial for modeling C4 plant productivity and water use efficiency.,,,,Class,,umol e- umol CO2,NA,Fixation,Plant,Carbon dioxide,Plant,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000172,Ki for C3 leakage from bundle sheath to mesophyll in C4,Plant growth parameters,,CO2KI,GrosubPars.txt,The inhibition constant for product inhibition of C3 photosynthetic carbon leakage from bundle sheath cells to mesophyll cells in C4 plants. This parameter quantifies the efficiency of carbon dioxide concentration mechanisms and affects the modeling of C4 photosynthetic advantage under different environmental conditions.,,,,Class,,uM,NA,NA,Bundle sheath|Mesophyll,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000173,Partition decarboxylation to carbon dioxide in C4,Plant growth parameters,,FCMassCO2BundleSheath_node,GrosubPars.txt,The fraction of decarboxylation reactions in bundle sheath cells that produce carbon dioxide during C4 photosynthesis. This parameter determines the efficiency of carbon dioxide concentration mechanisms and affects the modeling of C4 photosynthetic advantage and water use efficiency under different environmental conditions.,,,,Class,,NONE,NA,NA,NA,Carbon dioxide,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000174,Partition leakage to bicarbonate in C4,Plant growth parameters,,FCMassHCO3BundleSheath_node,GrosubPars.txt,The fraction of carbon leakage from bundle sheath cells that occurs as bicarbonate ions during C4 photosynthesis. This parameter quantifies inefficiencies in the C4 carbon concentration mechanism and affects the modeling of C4 plant productivity and competitive advantage over C3 plants.,,,,Class,,NONE,NA,NA,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000175,C4 carbon dioxide compensation point,Plant growth parameters,,COMP4,GrosubPars.txt,The atmospheric carbon dioxide concentration at which photosynthetic carbon dioxide uptake equals carbon dioxide release from photorespiration and mitochondrial respiration in C4 plants. This parameter defines the lower limit for net carbon dioxide assimilation and is fundamental for modeling C4 plant responses to varying atmospheric carbon dioxide concentrations.,,,,Class,,uM,NA,NA,NA,Carbon dioxide,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000176,Leaf water content,Plant growth parameters,,FDML,GrosubPars.txt,"The mass ratio of water to carbon in leaf tissues, representing the hydration state of leaf biomass. This parameter affects leaf physiology including photosynthetic capacity, transpiration rates, and mechanical properties, and is important for modeling plant water relations and drought responses in terrestrial ecosystems.",,,,Class,,g H2O g-1 C,NA,Concentration,Leaf,Water,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,This is really a mass ratio (gram H20/gram C),,,
BERVO:0000177,"Leaf water content in bundle sheath, in C4 carbon dioxide fixation",Plant growth parameters,,FBS,GrosubPars.txt,The volumetric water content per unit carbon biomass in bundle sheath cells of C4 plants during carbon dioxide fixation processes. This parameter affects the concentration of metabolites and enzymes in bundle sheath cells and influences the efficiency of C4 photosynthetic carbon concentration mechanisms.,,,,Class,,m3 H2O (gC)-1,NA,Concentration,Bundle sheath,Water,C4 carbon fixation,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
